word1;word2;weight
ПОКЛОННИК;АРТИСТ;0.4257
ПОКЛОННИК;ПОДАРКИ;0.3614
ПОКЛОННИК;УХАЖЁР;0.2277
ПОКОЙНИК;ГРОБ;1.0
ПОКОЙНИК;ПОХОРОНЫ;0.9053
ПОКОЙНИК;ТРУП;0.9015
ПОКОЙНИК;МОГИЛА;0.8485
ПОКОЙНИК;КЛАДБИЩЕ;0.7727
ПОКОЙНИК;МЕРТВЕЦ;0.6061
ПОКОЙНИК;ПОМИНКИ;0.5303
ПОКОЙНИК;КРЕСТ;0.3182
ПОКОЙНИЦА;ГРОБ;0.9903
ПОКОЙНИЦА;ПОХОРОНЫ;0.8447
ПОКОЙНИЦА;МОГИЛА;0.7233
ПОКОЙНИЦА;ТРУП;0.6602
ПОКОЙНИЦА;КЛАДБИЩЕ;0.4854
ПОКОЙНЫЙ;ГРОБ;0.9795
ПОКОЙНЫЙ;ТРУП;0.8973
ПОКОЙНЫЙ;КЛАДБИЩЕ;0.8562
ПОКОЙНЫЙ;ПОХОРОНЫ;0.8116
ПОКОЙНЫЙ;МЁРТВЫЙ;0.7055
ПОКОЙНЫЙ;МОГИЛА;0.6575
ПОКОЙНЫЙ;УМЕРШИЙ;0.4178
ПОКОЛЕНИЕ;РОД;0.5444
ПОКОЛЕНИЕ;МОЛОДЁЖЬ;0.5444
ПОКОЛЕНИЕ;КОЛЕНО;0.497
ПОКОЛЕНИЕ;ВЕК;0.3491
ПОКОЛЕНИЕ;ПРЕДКИ;0.2012
ПОКОЛЕНИЕ;ВНУКИ;0.1716
ПОКОЛЕНИЕ;ПОТОМКИ;0.1627
ПОКОРНОСТЬ;ПОСЛУШАНИЕ;0.866
ПОКОРНОСТЬ;РАБ;0.8454
ПОКОРНОСТЬ;СМИРЕНИЕ;0.5876
ПОКОРНОСТЬ;ВЕРНОСТЬ;0.5155
ПОКОРНОСТЬ;СЛУГА;0.4742
ПОКОРНОСТЬ;ПРЕДАННОСТЬ;0.4227
ПОКОРНОСТЬ;СОГЛАСИЕ;0.2165
ПОКОРНОСТЬ;ПОДЧИНЕНИЕ;0.1959
ПОКРАСНЕНИЕ;АЛЛЕРГИЯ;1.0
ПОКРАСНЕНИЕ;СЫПЬ;0.9355
ПОКРАСНЕНИЕ;СТЫД;0.8952
ПОКРАСНЕНИЕ;ЗУД;0.8871
ПОКРАСНЕНИЕ;ЩЁКИ;0.5323
ПОКРАСНЕНИЕ;СМУЩЕНИЕ;0.3387
ПОКРАСНЕНИЕ;КРАСНОТА;0.2823
ПОКРАСНЕНИЕ;ПЯТНА;0.1935
ПОКРАСНЕНИЕ;УКУС;0.1694
ПОКРАСНЕТЬ;СТЫД;0.8276
ПОКРАСНЕТЬ;ЩЁКИ;0.8276
ПОКРАСНЕТЬ;СМУЩЕНИЕ;0.7759
ПОКРАСНЕТЬ;ПОМИДОР;0.6034
ПОКРАСНЕТЬ;КРАСНОТА;0.431
ПОКРАСНЕТЬ;ПОЗОР;0.2241
ПОКРАСНЕТЬ;СТЕСНЕНИЕ;0.1552
ПОКРОВ;ПОКРЫВАЛО;0.8462
ПОКРОВ;КОВЁР;0.4923
ПОКРОВ;КРЫША;0.4615
ПОКРОВ;КРОВЛЯ;0.2
ПОКРОВИТЕЛЬ;ЗАЩИТНИК;0.7031
ПОКРОВИТЕЛЬ;ГЛАВА;0.4531
ПОКРОВИТЕЛЬ;ОТЕЦ;0.2891
ПОКРОВИТЕЛЬ;АНГЕЛ;0.1641
ПОКРЫВАЛО;ОДЕЯЛО;0.9924
ПОКРЫВАЛО;ПЛЕД;0.7121
ПОКРЫВАЛО;ДИВАН;0.697
ПОКРЫВАЛО;ПОДУШКА;0.3182
ПОКРЫВАЛО;ПОСТЕЛЬ;0.2121
ПОКРЫТИЕ;ЛАК;0.9568
ПОКРЫТИЕ;КРЫША;0.9259
ПОКРЫТИЕ;АСФАЛЬТ;0.8025
ПОКРЫТИЕ;КОВЁР;0.6667
ПОКРЫТИЕ;ЛАМИНАТ;0.6049
ПОКРЫТИЕ;ЛИНОЛЕУМ;0.6049
ПОКРЫТИЕ;ПАРКЕТ;0.5802
ПОКРЫТИЕ;ПЛИТКА;0.1975
ПОКРЫШКА;РЕЗИНА;0.7298
ПОКРЫШКА;ШИНА;0.6855
ПОКРЫШКА;КРЫША;0.3589
ПОКРЫШКА;ВЕЛОСИПЕД;0.2823
ПОКРЫШКА;ДИСК;0.2661
ПОКУПКИ;ШОПИНГ;0.5792
ПОКУПКИ;ПАКЕТ;0.5137
ПОКУПКИ;КАССА;0.4044
ПОКУПКИ;ПОКУПАТЕЛЬ;0.2186
ПОКУПКИ;ТРАТА;0.2077
ПОКУПКИ;ЦЕНТР;0.1967
ПОКУПКИ;РЫНОК;0.153
ПОКУШЕНИЕ;УБИЙЦА;0.5638
ПОКУШЕНИЕ;КРАЖА;0.3511
ПОКУШЕНИЕ;КИЛЛЕР;0.3298
ПОКУШЕНИЕ;МАНЬЯК;0.3085
ПОКУШЕНИЕ;НАПАДЕНИЕ;0.1809
ПОЛДЕНЬ;ПОЛДНИК;0.3975
ПОЛДЕНЬ;ПОЛОВИНА;0.3568
ПОЛДЕНЬ;ВЕЧЕР;0.1878
ПОЛДЕНЬ;ЧАСЫ;0.1502
ПОЛДНИК;УЖИН;0.8125
ПОЛДНИК;ПЕРЕКУС;0.6875
ПОЛДНИК;ЗАВТРАК;0.6875
ПОЛДНИК;ЛАГЕРЬ;0.4125
ПОЛДНИК;САДИК;0.2625
ПОЛДНИК;ЯБЛОКО;0.2625
ПОЛДНИК;КЕФИР;0.2125
ПОЛДНИК;ПЕЧЕНЬЕ;0.1625
ПОЛЕЗНАЯ ЕДА;ДИЕТА;0.6522
ПОЛЕЗНАЯ ЕДА;ВИТАМИНЫ;0.6087
ПОЛЕЗНАЯ ЕДА;ПОЛЬЗА;0.3913
ПОЛЕЗНАЯ ЕДА;ПОЛЕЗНОСТЬ;0.2174
ПОЛЕЗНЫЙ;ВИТАМИН;1.0
ПОЛЕЗНЫЙ;ПОЛЬЗА;0.9293
ПОЛЕЗНЫЙ;ПРОДУКТ;0.7071
ПОЛЕЗНЫЙ;СОВЕТ;0.5253
ПОЛЕЗНЫЙ;ЙОГУРТ;0.4242
ПОЛЕЗНЫЙ;ОВОЩ;0.2424
ПОЛЕНО;БРЕВНО;0.6538
ПОЛЕНО;ТОПОР;0.4487
ПОЛЕНО;ПЕНЬ;0.2756
ПОЛЕНО;ЛЕНА;0.2244
ПОЛЕНЬЯ;ТОПОР;0.7846
ПОЛЕНЬЯ;ПЕЧКА;0.6769
ПОЛЕНЬЯ;КАМИН;0.2615
ПОЛЕНЬЯ;ПЕНЬ;0.2615
ПОЛЕНЬЯ;ПОЛЕНО;0.2308
ПОЛЕНЬЯ;ДУБ;0.1538
ПОЛИГЛОТ;ЯЗЫКОВЕД;0.4681
ПОЛИГЛОТ;УЧЁНЫЙ;0.3574
ПОЛИГЛОТ;ЗНАТЬ;0.2979
ПОЛИГЛОТ;СТРАНЫ;0.1872
ПОЛИГЛОТ;ПЕРЕВОДЧИК;0.1702
ПОЛИГЛОТ;ЗНАНИЕ;0.1702
ПОЛИГОН;СОЛДАТЫ;0.9406
ПОЛИГОН;УЧЕНИЯ;0.7921
ПОЛИГОН;ТАНК;0.6089
ПОЛИГОН;СТРЕЛЬБА;0.5594
ПОЛИГОН;БОМБА;0.2277
ПОЛИГОН;ГРАНАТА;0.2178
ПОЛИГОН;ВОЕННЫЕ;0.1634
ПОЛИГРАФИЯ;ПЕЧАТЬ;1.0
ПОЛИГРАФИЯ;ГЕОГРАФИЯ;0.6296
ПОЛИГРАФИЯ;ШРИФТ;0.4815
ПОЛИГРАФИЯ;ГРАФИКА;0.2963
ПОЛИГРАФИЯ;ПРИНТЕР;0.2407
ПОЛИРОВКА;БЛЕСК;0.8
ПОЛИРОВКА;ЛАК;0.6174
ПОЛИРОВКА;ПАРКЕТ;0.3087
ПОЛИРОВКА;ТРЯПКА;0.3043
ПОЛИРОВКА;ПОКРЫТИЕ;0.1739
ПОЛИТИК;ДУМА;0.8831
ПОЛИТИК;ДЕПУТАТ;0.7013
ПОЛИТИК;ВЫБОРЫ;0.6623
ПОЛИТИК;ПАРЛАМЕНТ;0.3117
ПОЛИТИКА;ДЕПУТАТ;0.569
ПОЛИТИКА;ПУТИН;0.4581
ПОЛИТИКА;ВЫБОРЫ;0.4236
ПОЛИТИКА;ДУМА;0.4089
ПОЛИТРУК;РУКОВОДИТЕЛЬ;0.6267
ПОЛИТРУК;ПОЛИТИЧЕСКИЙ;0.4467
ПОЛИТРУК;ЗВАНИЕ;0.3667
ПОЛИТРУК;РУКОВОДСТВО;0.1667
ПОЛИЦАЙ;ПОЛИЦЕЙСКИЙ;0.7578
ПОЛИЦАЙ;ПРЕДАТЕЛЬ;0.3906
ПОЛИЦАЙ;НЕМЦЫ;0.2891
ПОЛИЦАЙ;ФАШИСТ;0.1719
ПОЛИЦАЙ;МИЛИЦИОНЕР;0.1641
ПОЛИЦЕЙСКИЕ;НАРУЧНИКИ;0.8049
ПОЛИЦЕЙСКИЕ;ДУБИНКА;0.622
ПОЛИЦЕЙСКИЕ;МЕНТЫ;0.5732
ПОЛИЦЕЙСКИЕ;КОПЫ;0.2683
ПОЛИЦЕЙСКИЕ;МУСОРА;0.1707
ПОЛИЦЕЙСКИЕ;АРЕСТ;0.1585
ПОЛИЦЕЙСКИЙ;КОП;0.2821
ПОЛИЦЕЙСКИЙ;ДУБИНКА;0.2051
ПОЛИЦЕЙСКИЙ;ФУРАЖКА;0.2051
ПОЛИЦЕЙСКИЙ;ШТРАФ;0.188
ПОЛИЦЕЙСКИЙ;ПРАВО;0.1709
ПОЛК;СТРОЙ;0.3077
ПОЛК;ВОЙСКО;0.2564
ПОЛК;ВОЕННЫЕ;0.25
ПОЛК;РОТА;0.2308
ПОЛК;ОФИЦЕРЫ;0.1538
ПОЛКА;КНИГИ;1.0
ПОЛКА;ШКАФ;0.7375
ПОЛКА;ГВОЗДИ;0.35
ПОЛКА;МОЛОТОК;0.2375
ПОЛКА;ПЫЛЬ;0.225
ПОЛКА;СТЕНКА;0.1875
ПОЛКА;СУВЕНИРЫ;0.1625
ПОЛКИ;КНИГИ;1.0
ПОЛКИ;ШКАФ;0.7438
ПОЛКИ;БИБЛИОТЕКА;0.5124
ПОЛКИ;ПЫЛЬ;0.314
ПОЛКИ;ГВОЗДИ;0.2975
ПОЛКИ;РАМКИ;0.1653
ПОЛКОВНИК;ПОГОНЫ;0.6041
ПОЛКОВНИК;ГЕНЕРАЛ;0.3633
ПОЛКОВНИК;ОФИЦЕР;0.3061
ПОЛКОВНИК;ЧИН;0.1633
ПОЛКОВНИК;ЛЕЙТЕНАНТ;0.151
ПОЛКОВОДЕЦ;ЖУКОВ;0.3897
ПОЛКОВОДЕЦ;ГЕНЕРАЛ;0.2941
ПОЛКОВОДЕЦ;ПОЛКОВНИК;0.2721
ПОЛКОВОДЕЦ;ВОЙСКО;0.2426
ПОЛКОВОДЕЦ;ВЕСТИ;0.1912
ПОЛКОВОДЕЦ;БИТВА;0.1765
ПОЛНОЛУНИЕ;ВОЛК;0.7724
ПОЛНОЛУНИЕ;ОБОРОТЕНЬ;0.6423
ПОЛНОЛУНИЕ;ВОЙ;0.5935
ПОЛНОЛУНИЕ;МЕСЯЦ;0.5041
ПОЛНОМОЧИЕ;ПРАВО;1.0
ПОЛНОМОЧИЕ;ВОЗМОЖНОСТЬ;0.3838
ПОЛНОМОЧИЕ;МОЧЬ;0.2649
ПОЛНОМОЧИЕ;ОБЯЗАННОСТЬ;0.1784
ПОЛНОТА;ЖИР;0.7
ПОЛНОТА;ВЕС;0.4517
ПОЛНОТА;ДИЕТА;0.2621
ПОЛНОТА;ЖИВОТ;0.1931
ПОЛНОЧЬ;ПОЛНОЛУНИЕ;0.4444
ПОЛНОЧЬ;МЕСЯЦ;0.3794
ПОЛНОЧЬ;ТЬМА;0.1951
ПОЛНОЧЬ;ЧАСЫ;0.1789
ПОЛНЫЙ;СТАКАН;0.7671
ПОЛНЫЙ;ПУСТОЙ;0.6438
ПОЛНЫЙ;КОШЕЛЁК;0.5753
ПОЛНЫЙ;ЖИВОТ;0.4384
ПОЛНЫЙ;ЧАША;0.2466
ПОЛНЫЙ;ЖИР;0.2055
ПОЛНЫЙ;ИДИОТ;0.1781
ПОЛОВИНА;ЯБЛОКО;0.948
ПОЛОВИНА;КУСОК;0.3486
ПОЛОВИНА;СЕРДЦА;0.2905
ПОЛОВИНА;ХЛЕБА;0.1682
ПОЛОВНИК;КАСТРЮЛЯ;0.7955
ПОЛОВНИК;БОРЩ;0.6023
ПОЛОВНИК;ЛОЖКА;0.5795
ПОЛОВНИК;ПРИБОР;0.4886
ПОЛОВНИК;ПОВАРЁШКА;0.4773
ПОЛОВНИК;СТОЛОВАЯ;0.2045
ПОЛОМКА;НЕИСПРАВНОСТЬ;0.6875
ПОЛОМКА;АВАРИЯ;0.6563
ПОЛОМКА;СЛОМ;0.25
ПОЛОМКА;МЕХАНИЗМ;0.1875
ПОЛОМКА;МАСТЕР;0.1875
ПОЛОМКА;ДЕТАЛЬ;0.1563
ПОЛОМКА;РАЗЛОМ;0.1563
ПОЛОМКА;СЕРВИС;0.1563
ПОЛОНЕЗ;БАЛ;0.7595
ПОЛОНЕЗ;ПОЛЬША;0.5696
ПОЛОНЕЗ;ПАРТНЁР;0.4304
ПОЛОНЕЗ;ВЕК;0.4177
ПОЛОНЕЗ;ШЕСТВИЕ;0.4051
ПОЛОСАТАЯ;ЗЕБРА;1.0
ПОЛОСАТАЯ;КОФТА;0.6761
ПОЛОСАТАЯ;МАЙКА;0.6479
ПОЛОСАТАЯ;ПОЛОСКИ;0.5423
ПОЛОСАТАЯ;ТИГР;0.4789
ПОЛОСАТАЯ;РУБАШКА;0.2394
ПОЛОСАТАЯ;ФУТБОЛКА;0.1549
ПОЛОСАТЫЙ;ТИГР;0.9929
ПОЛОСАТЫЙ;ЗЕБРА;0.9787
ПОЛОСАТЫЙ;РЕЙС;0.8227
ПОЛОСАТЫЙ;ПЕРЕХОД;0.4113
ПОЛОСАТЫЙ;ШАРФ;0.2553
ПОЛОСАТЫЙ;ПЧЕЛА;0.2553
ПОЛОСАТЫЙ;ТЕЛЬНЯШКА;0.2411
ПОЛОСАТЫЙ;СВИТЕР;0.1844
ПОЛОСАТЫЙ;ЛИНИЯ;0.1702
ПОЛОСКА;ЗЕБРА;0.9158
ПОЛОСКА;ЛИНИЯ;0.8632
ПОЛОСКА;БЕРЕМЕННОСТЬ;0.6474
ПОЛОСКА;ТЕСТ;0.5737
ПОЛОСКА;ЛЕНТА;0.4211
ПОЛОСКА;ЧЕРТА;0.2263
ПОЛОСКА;ТИГР;0.2211
ПОЛОСКИ;ЗЕБРА;1.0
ПОЛОСКИ;БЕРЕМЕННОСТЬ;0.7067
ПОЛОСКИ;ТЕСТ;0.7067
ПОЛОСКИ;ПЕРЕХОД;0.5333
ПОЛОСКИ;ТИГР;0.48
ПОЛОСКИ;РАДУГА;0.28
ПОЛОСКИ;ЖЕЗЛ;0.2
ПОЛОСТЬ;ПУСТОТА;0.4062
ПОЛОСТЬ;ОТВЕРСТИЕ;0.2769
ПОЛОСТЬ;СТОМАТОЛОГ;0.2523
ПОЛОСТЬ;ДЫРА;0.2462
ПОЛОСТЬ;ЖИВОТ;0.1662
ПОЛОСЫ;ЛИНИИ;1.0
ПОЛОСЫ;ЗЕБРА;0.9565
ПОЛОСЫ;РАДУГА;0.3478
ПОЛОСЫ;УЗОР;0.2435
ПОЛОСЫ;ПЕРЕХОД;0.2087
ПОЛОСЫ;ЧЁРНАЯ;0.2087
ПОЛОСЫ;БЕЛАЯ;0.1913
ПОЛОСЫ;ЧЕРТА;0.1739
ПОЛОТНИЩЕ;ФЛАГ;0.5577
ПОЛОТНИЩЕ;ХОЛСТ;0.4423
ПОЛОТНИЩЕ;ИСКУССТВО;0.3269
ПОЛОТНИЩЕ;ПОЛОТЕНЦЕ;0.3077
ПОЛОТНИЩЕ;ПЕЙЗАЖ;0.1923
ПОЛОТНИЩЕ;НИТКА;0.1731
ПОЛОТНО;ХОЛСТ;0.5632
ПОЛОТНО;МОЛЬБЕРТ;0.2069
ПОЛОТНО;РИСОВАНИЕ;0.2069
ПОЛОТНО;ЖИВОПИСЬ;0.1839
ПОЛОТНО;ЛЁН;0.1724
ПОЛОЧКА;КНИГИ;0.9023
ПОЛОЧКА;ШКАФ;0.7293
ПОЛОЧКА;МАЛЕНЬКАЯ;0.4586
ПОЛОЧКА;ПЫЛЬ;0.1729
ПОЛТИННИК;РУБЛИ;0.8819
ПОЛТИННИК;МОНЕТА;0.6693
ПОЛТИННИК;КУПЮРА;0.6378
ПОЛТИННИК;ПОЛОВИНА;0.5748
ПОЛТИННИК;ЮБИЛЕЙ;0.2913
ПОЛТИННИК;ДЕНЬГА;0.1811
ПОЛУГОДИЕ;МЕСЯЦ;0.7572
ПОЛУГОДИЕ;ПОЛОВИНА;0.5962
ПОЛУГОДИЕ;ЧЕТВЕРТЬ;0.5288
ПОЛУГОДИЕ;СЕМЕСТР;0.4904
ПОЛУГОДИЕ;ОЦЕНКИ;0.3942
ПОЛУКРУГ;ПОЛОВИНА;0.8128
ПОЛУКРУГ;МЕСЯЦ;0.6681
ПОЛУКРУГ;ОВАЛ;0.6213
ПОЛУКРУГ;ОКРУЖНОСТЬ;0.4426
ПОЛУКРУГ;ЦИРКУЛЬ;0.2511
ПОЛУМРАК;ВЕЧЕР;0.8333
ПОЛУМРАК;ТЬМА;0.6349
ПОЛУМРАК;СУМЕРКИ;0.5397
ПОЛУМРАК;ТЕНЬ;0.369
ПОЛУНОЧЬ;МЕСЯЦ;0.5566
ПОЛУНОЧЬ;ПОЛОВИНА;0.4208
ПОЛУНОЧЬ;ВЕЧЕР;0.3394
ПОЛУНОЧЬ;СУМЕРКИ;0.2081
ПОЛУОСТРОВ;ПОЛОВИНА;0.6498
ПОЛУОСТРОВ;СУША;0.53
ПОЛУОСТРОВ;ПАЛЬМА;0.5142
ПОЛУОСТРОВ;ГЕОГРАФИЯ;0.2271
ПОЛУТОРКА;ПОЛОВИНА;0.8082
ПОЛУТОРКА;ЛИТР;0.774
ПОЛУТОРКА;БЕЛЬЁ;0.4932
ПОЛУТОРКА;ГРУЗОВИК;0.3836
ПОЛУТОРКА;КУЗОВ;0.1507
ПОЛУТОРКА;ПОСТЕЛЬ;0.1507
ПОЛУТОРКА;ШОФЁР;0.1507
ПОЛУТЬМА;ВЕЧЕР;0.8343
ПОЛУТЬМА;СУМЕРКИ;0.663
ПОЛУТЬМА;МРАК;0.5193
ПОЛУТЬМА;ТЕМЕНЬ;0.3812
ПОЛУТЬМА;ПОЛОВИНА;0.3757
ПОЛУЧАТЬ;ПОСЫЛКА;0.4167
ПОЛУЧАТЬ;СДАЧА;0.3854
ПОЛУЧАТЬ;ДАР;0.3542
ПОЛУЧАТЬ;ПРЕМИЯ;0.1875
ПОЛУЧЕНИЕ;ПОЛУЧКА;0.6754
ПОЛУЧЕНИЕ;ДЕНЕГ;0.5614
ПОЛУЧЕНИЕ;ПОСЫЛКА;0.3684
ПОЛУЧЕНИЕ;ВЗЯТКА;0.2982
ПОЛУЧЕНИЕ;ПРИБЫЛЬ;0.2018
ПОЛУЧЕНИЕ;ПРЕМИЯ;0.1711
ПОЛУЧЕНИЕ;ВРУЧЕНИЕ;0.1667
ПОЛУЧИТЬ;ПОСЫЛКА;0.4867
ПОЛУЧИТЬ;ЗАДАНИЕ;0.2655
ПОЛУЧИТЬ;АВАНС;0.2301
ПОЛУЧИТЬ;НАГРАДА;0.2124
ПОЛУЧИТЬ;ПОЧТА;0.177
ПОЛУЧИТЬ;ОЦЕНКУ;0.1681
ПОЛУЧКА;АВАНС;0.7899
ПОЛУЧКА;ПРЕМИЯ;0.4454
ПОЛУЧКА;ПОКУПКИ;0.3655
ПОЛУЧКА;МАЛЕНЬКАЯ;0.1933
ПОЛУШУБОК;ШУБА;1.0
ПОЛУШУБОК;МЕХ;0.7647
ПОЛУШУБОК;НОРКА;0.5956
ПОЛУШУБОК;КУРТКА;0.3676
ПОЛУШУБОК;ЛИСА;0.2132
ПОЛУШУБОК;ШКУРА;0.1618
ПОЛЧАСА;МИНУТА;0.8943
ПОЛЧАСА;ЧАСЫ;0.7289
ПОЛЧАСА;ПОЛОВИНА;0.6034
ПОЛЧАСА;СЕКУНДА;0.3645
ПОЛЧАСА;СТРЕЛКИ;0.1501
ПОЛЬЗОВАНИЕ;ПОЛЬЗА;1.0
ПОЛЬЗОВАНИЕ;ЭКСПЛУАТАЦИЯ;0.2353
ПОЛЬЗОВАНИЕ;УПОТРЕБЛЕНИЕ;0.1863
ПОЛЬЗОВАНИЕ;ТЕЛЕФОНОМ;0.1569
ПОЛЬЗОВАТЕЛЬ;ПОЛЬЗА;0.7294
ПОЛЬЗОВАТЕЛЬ;СЕТЬ;0.7176
ПОЛЬЗОВАТЕЛЬ;ЮЗЕР;0.6353
ПОЛЬЗОВАТЕЛЬ;ЛОГИН;0.2471
ПОЛЬЗОВАТЕЛЬ;СИСТЕМА;0.2235
ПОЛЮС;МЕДВЕДЬ;0.9244
ПОЛЮС;СЕВЕР;0.8487
ПОЛЮС;ПИНГВИН;0.6303
ПОЛЮС;МИНУС;0.2269
ПОЛЮС;ГЕОГРАФИЯ;0.2185
ПОЛЯНА;ЛУГ;0.7094
ПОЛЯНА;ЯГОДЫ;0.6239
ПОЛЯНА;ГРИБЫ;0.6154
ПОЛЯНА;ПИКНИК;0.6068
ПОЛЯНКА;ГРИБЫ;0.7107
ПОЛЯНКА;ПИКНИК;0.6942
ПОЛЯНКА;ЯГОДЫ;0.5826
ПОЛЯНКА;ЛУГ;0.4876
ПОЛЯНКА;ЛУЖАЙКА;0.2727
ПОЛЯРНИК;СЕВЕР;0.9435
ПОЛЯРНИК;ПОЛЮС;0.8644
ПОЛЯРНИК;МЕДВЕДЬ;0.7119
ПОЛЯРНИК;СИЯНИЕ;0.2486
ПОЛЯРНИК;ИССЛЕДОВАТЕЛЬ;0.1695
ПОМЕЛО;МЕТЛА;0.9324
ПОМЕЛО;ВЕНИК;0.8243
ПОМЕЛО;ЦИТРУС;0.5135
ПОМЕЛО;СТУПА;0.4459
ПОМЕЛО;МЕСТИ;0.4459
ПОМЕЛО;ПЛОД;0.3514
ПОМЕЛО;АПЕЛЬСИН;0.1892
ПОМЕЛО;ДВОРНИК;0.1622
ПОМЕСТЬЕ;УСАДЬБА;0.7432
ПОМЕСТЬЕ;ИМЕНИЕ;0.4392
ПОМЕСТЬЕ;ДВОР;0.3108
ПОМЕСТЬЕ;ХОЗЯИН;0.3041
ПОМЕСТЬЕ;ВЛАДЕНИЕ;0.2331
ПОМЕСТЬЕ;КРЕСТЬЯНЕ;0.2128
ПОМЕСТЬЕ;ЖИЛЬЁ;0.1824
ПОМЕТКА;ЗАМЕТКА;0.7462
ПОМЕТКА;ГАЛОЧКА;0.7154
ПОМЕТКА;ОТМЕТИНА;0.2846
ПОМЕТКА;ЗАПИСЬ;0.2077
ПОМЕТКА;ПОЛЯ;0.1692
ПОМЕХА;ПРЕПЯТСТВИЕ;0.5349
ПОМЕХА;ПРЕГРАДА;0.5349
ПОМЕХА;СПРАВА;0.4729
ПОМЕХА;ШУМ;0.2093
ПОМЕХА;РАДИО;0.1705
ПОМЕЩИК;ПОМЕСТЬЕ;1.0
ПОМЕЩИК;БАРИН;0.7957
ПОМЕЩИК;ПОМЕЩЕНИЕ;0.5591
ПОМЕЩИК;ХОЗЯИН;0.5484
ПОМЕЩИК;БОГАЧ;0.3548
ПОМЕЩИК;КРЕСТЬЯНЕ;0.3495
ПОМЕЩИК;ДВОРЯНИН;0.3333
ПОМЕЩИК;КРЕПОСТНЫЕ;0.2849
ПОМЕЩИК;УСАДЬБА;0.2043
ПОМЕЩИК;СЛУГИ;0.1505
ПОМИДОР;ОВОЩ;1.0
ПОМИДОР;ОГУРЕЦ;0.6168
ПОМИДОР;ГРЯДКА;0.4588
ПОМИДОР;ТЕПЛИЦА;0.1615
ПОМИДОРЧИК;ОВОЩ;1.0
ПОМИДОРЧИК;ТОМАТ;0.7759
ПОМИДОРЧИК;ГРЯДКА;0.5862
ПОМИДОРЧИК;ОГУРЧИК;0.5172
ПОМИДОРЧИК;ПАСТА;0.3448
ПОМИДОРЧИК;ОГУРЕЦ;0.2586
ПОМИДОРЧИК;КЕТЧУП;0.1552
ПОМИДОРЫ;ОВОЩ;1.0
ПОМИДОРЫ;ОГУРЕЦ;0.575
ПОМИДОРЫ;ТОМАТ;0.5542
ПОМИДОРЫ;КЕТЧУП;0.4417
ПОМИНКИ;ПОХОРОНЫ;0.9536
ПОМИНКИ;ГРОБ;0.7143
ПОМИНКИ;КЛАДБИЩЕ;0.6929
ПОМИНКИ;МОГИЛА;0.35
ПОМИНКИ;ГОРЕ;0.3071
ПОМИНКИ;ТРУП;0.2571
ПОМОЛВКА;НЕВЕСТА;0.7927
ПОМОЛВКА;ЖЕНИХ;0.7683
ПОМОЛВКА;БРАК;0.5732
ПОМОЛВКА;ПРЕДЛОЖЕНИЕ;0.3293
ПОМОЛВКА;ГОСТИ;0.2805
ПОМОСТ;ПОДИУМ;0.5679
ПОМОСТ;ПЕРЕХОД;0.5309
ПОМОСТ;ВОЗВЫШЕНИЕ;0.5062
ПОМОСТ;ВЫСТУПЛЕНИЕ;0.3704
ПОМОСТ;МОДЕЛЬ;0.3457
ПОМОСТ;ПЕРЕПРАВА;0.3333
ПОМОСТ;МОСТИК;0.2716
ПОМОСТ;ПЛОЩАДКА;0.1975
ПОМОСТ;ШТАНГА;0.1852
ПОМОЧЬ;ПОМОЩНИК;0.6073
ПОМОЧЬ;СКОРАЯ;0.3522
ПОМОЧЬ;ДОБРО;0.2996
ПОМОЧЬ;БЕДА;0.2672
ПОМОЧЬ;УСЛУГА;0.2105
ПОМОЩНИЦА;ДОЧЬ;0.6
ПОМОЩНИЦА;ХОЗЯЙКА;0.269
ПОМОЩНИЦА;УБОРЩИЦА;0.2414
ПОМОЩНИЦА;ХОЗЯЙСТВО;0.2207
ПОМОЩНИЦА;ДОМРАБОТНИЦА;0.1862
ПОМЫСЕЛ;ИДЕЯ;0.6237
ПОМЫСЕЛ;ЗАМЫСЕЛ;0.5484
ПОМЫСЕЛ;ЗАДУМКА;0.5161
ПОМЫСЕЛ;СМЫСЛ;0.4624
ПОМЫСЕЛ;УМЫСЕЛ;0.2903
ПОМЫСЕЛ;ДУМА;0.2688
ПОНЕДЕЛЬНИК;НЕДЕЛЯ;1.0
ПОНЕДЕЛЬНИК;ВТОРНИК;0.7575
ПОНЕДЕЛЬНИК;НАЧАЛО;0.6866
ПОНЕДЕЛЬНИК;СРЕДА;0.6828
ПОНЕДЕЛЬНИК;ЧЕТВЕРГ;0.5634
ПОНЕДЕЛЬНИК;ПЯТНИЦА;0.4925
ПОНИ;МАЛЕНЬКАЯ;0.6627
ПОНИ;КОПЫТА;0.6024
ПОНИ;ГРИВА;0.5663
ПОНИ;МУЛЬТИК;0.2771
ПОНИ;ЦИРК;0.253
ПОНИ;НАЕЗДНИК;0.1566
ПОНИЖЕНИЕ;ДОЛЖНОСТЬ;1.0
ПОНИЖЕНИЕ;НИЗ;0.7727
ПОНИЖЕНИЕ;СПАД;0.3523
ПОНИЖЕНИЕ;КАРЬЕРА;0.2727
ПОНИЖЕНИЕ;УРОВЕНЬ;0.1534
ПОНЧИК;ДЫРКА;0.8214
ПОНЧИК;БУБЛИК;0.6786
ПОНЧИК;ПОСЫПКА;0.5714
ПОНЧИК;ШОКОЛАД;0.5357
